Energy(eV),eps1,eps2,n,kappa,alpha(cm^-1)
2.570709876526264370e+00,1.197208880449641216e+18,1.975992134598566144e+18,1.324308972094380617e+09,7.460464952803103924e+08,1.943848824398915312e+14
2.578051904744910861e+00,1.336355921015590144e+18,2.008784817396430592e+18,1.369131835046740532e+09,7.335980239360415936e+08,1.916872978730125625e+14
2.585393932963557351e+00,1.492714649871371776e+18,2.057098838944974336e+18,1.420270866751966715e+09,7.241924364925463200e+08,1.897685484666187500e+14
2.592735961182203841e+00,1.621429428666874368e+18,2.121121548583977472e+18,1.464803138574223995e+09,7.240295616271635294e+08,1.902646539434688125e+14
2.600077989400850331e+00,1.777970134102507776e+18,2.200923422676496896e+18,1.517781888041099787e+09,7.250460161693861485e+08,1.910713055773621250e+14
2.607420017619496821e+00,1.890545548816081152e+18,2.296424860702112768e+18,1.559656835548679113e+09,7.361955554454524517e+08,1.945573813433014062e+14
2.614762045838143312e+00,2.041293723950273536e+18,2.407380722414097920e+18,1.612081679870315313e+09,7.466683458023544550e+08,1.978807001540935000e+14
2.622104074056789802e+00,2.132067285983504384e+18,2.532998698469551104e+18,1.649685908312921047e+09,7.677215055622208118e+08,2.040314693939506250e+14
2.629446102275436292e+00,2.271039659435101440e+18,2.673126607922409472e+18,1.699799293181234360e+09,7.863065417916365862e+08,2.095558010325855312e+14
2.636788130494082782e+00,2.334598033205760512e+18,2.827345534601569280e+18,1.732229136030373335e+09,8.161003287015471458e+08,2.181033385624499375e+14
2.644130158712729273e+00,2.454969196008274432e+18,2.994179655724421632e+18,1.778611501248944521e+09,8.417182880077809095e+08,2.255761180396834375e+14
2.651472186931375763e+00,2.486255325969438720e+18,3.172489888369047552e+18,1.805118775255055189e+09,8.787482385808073282e+08,2.361538710941875312e+14
2.658814215150022253e+00,2.581684304237143552e+18,3.361733615264390656e+18,1.846666870597182989e+09,9.102165823165655136e+08,2.452879767154320000e+14
2.666156243368668743e+00,2.576397945999547904e+18,3.559009169796364800e+18,1.866825126862542868e+09,9.532251089253792763e+08,2.575873883174866875e+14
2.673498271587315234e+00,2.640945418265401856e+18,3.763302273973474816e+18,1.902425915859510183e+09,9.890798486818411350e+08,2.680123378341901875e+14
2.680840299805961724e+00,2.597294744579272192e+18,3.972836101787305984e+18,1.916220987451908827e+09,1.036633073064860344e+09,2.816693098549606250e+14
2.688182328024608214e+00,2.626673780983046144e+18,4.185725998041545216e+18,1.945289800467996597e+09,1.075861806563357830e+09,2.931289670414616250e+14
2.695524356243254704e+00,2.543792184783308288e+18,4.400030555360536064e+18,1.952719563237633944e+09,1.126641694536318779e+09,3.078028278924505000e+14
2.702866384461900751e+00,2.534776485643030016e+18,4.613686484122210304e+18,1.974704895358310461e+09,1.168196446711359501e+09,3.200250569738820625e+14
2.710208412680547241e+00,2.413664848927701504e+18,4.824716578351166464e+18,1.975910727673182726e+09,1.220884251191023111e+09,3.353672936982815000e+14
2.717550440899193731e+00,2.364655692155102208e+18,5.031003426788981760e+18,1.990435339066212893e+09,1.263794740790025234e+09,3.480949183077053750e+14
2.724892469117840221e+00,2.208220143788643328e+18,5.230322632153398272e+18,1.985647056212744951e+09,1.317032303346313715e+09,3.637385418678075625e+14
2.732234497336486712e+00,2.119788381893051392e+18,5.420909267001718784e+18,1.992538664059569597e+09,1.360302152420278788e+09,3.767010939173189375e+14
2.739576525555133202e+00,1.932856132081533696e+18,5.601197513287666688e+18,1.982191989542505741e+09,1.412879666257867336e+09,3.923124917308688750e+14
2.746918553773779692e+00,1.807200596487785728e+18,5.769603386411115520e+18,1.981567004199640036e+09,1.455818393772022247e+09,4.053185783231052500e+14
2.754260581992426182e+00,1.595197251654126336e+18,5.924165285203814400e+18,1.966007830793600798e+09,1.506648445752237558e+09,4.205914891049575000e+14
2.761602610211072673e+00,1.435817352205076480e+18,6.063488083906234368e+18,1.957930759600164890e+09,1.548442929908429861e+09,4.334109841102077500e+14
2.768944638429719163e+00,1.206020845824478976e+18,6.186363030531658752e+18,1.937633031950235844e+09,1.596371172591194391e+09,4.480140923161985000e+14
2.776286666648365653e+00,1.018470705915979904e+18,6.291784520122352640e+18,1.922518362618225336e+09,1.636339252321560144e+09,4.604486259854576875e+14
2.783628694867012143e+00,7.787368186382676480e+17,6.378964446448489472e+18,1.898033077872603893e+09,1.680414456632732630e+09,4.741014019198511250e+14
2.790970723085658634e+00,5.696602489405380480e+17,6.447342020505470976e+18,1.876448739645740032e+09,1.717963801591159582e+09,4.859737543583017500e+14
2.798312751304305124e+00,3.280542628876194560e+17,6.496608325273746432e+18,1.848369560927715063e+09,1.757388907122294903e+09,4.984339981656478125e+14
2.805654779522951614e+00,1.048607732070325120e+17,6.526643675834962944e+18,1.821036349325503826e+09,1.792013563664551497e+09,5.095878334775376875e+14
2.812996807741598104e+00,-1.307611370104238560e+17,6.537608103489196032e+18,1.789993650385739803e+09,1.826153992803369761e+09,5.206551423825632500e+14
2.820338835960244595e+00,-3.602774937841495040e+17,6.529880231320305664e+18,1.757773321843083143e+09,1.857429553110270023e+09,5.309543271491332500e+14
2.827680864178891085e+00,-5.827155965049591040e+17,6.504062673270371328e+18,1.724441705833562851e+09,1.885845909220349550e+09,5.404806155901831875e+14
2.835022892397537575e+00,-8.108670362549790720e+17,6.460969698295917568e+18,1.688310802492816448e+09,1.913442029973449945e+09,5.498135074025455625e+14
2.842364920616184065e+00,-1.013990997593163648e+18,6.401615935912449024e+18,1.653395530863524675e+09,1.935899733734327555e+09,5.577071603244885625e+14
2.849706948834830555e+00,-1.233656763563847936e+18,6.327192252076603392e+18,1.614416460962563992e+09,1.959591098415875673e+09,5.659905564311722500e+14
2.857048977053477046e+00,-1.412703769561404672e+18,6.238942426875941888e+18,1.578635642523629189e+09,1.976055227317140579e+09,5.722163848173030000e+14
2.864391005272123092e+00,-1.617602416177636864e+18,6.138467918565875712e+18,1.537924403743857622e+09,1.995698846972793579e+09,5.793897840728768750e+14
2.871733033490769582e+00,-1.769483062062131712e+18,6.027491513415410688e+18,1.502060865914589882e+09,2.006407213646875620e+09,5.839916938051623750e+14
2.879075061709416072e+00,-1.954894262336397312e+18,5.907520705684667392e+18,1.460766674530138493e+09,2.022061705229154587e+09,5.900528573213137500e+14
2.886417089928062563e+00,-2.078485334757975040e+18,5.780267159144139776e+18,1.425503268804357767e+09,2.027447879510071278e+09,5.931333057770985000e+14
2.893759118146709053e+00,-2.241264209200756480e+18,5.647456120755450880e+18,1.384679396702569723e+09,2.039264877560869932e+09,5.981079043157930000e+14
2.901101146365355543e+00,-2.337028619056200192e+18,5.510630703264760832e+18,1.350682018328222036e+09,2.039943757482396603e+09,5.998250379349136250e+14
2.908443174584002033e+00,-2.475611361216510464e+18,5.371796151234162688e+18,1.311332813282493830e+09,2.048219985355061769e+09,6.037827595837706250e+14
2.915785202802648524e+00,-2.545917683001683456e+18,5.232299032377706496e+18,1.279238235576122999e+09,2.045083897144954681e+09,6.043801365185062500e+14
2.923127231021295014e+00,-2.660878304762869760e+18,5.093579665512791040e+18,1.242144287622392416e+09,2.050317228146856785e+09,6.074524742181925000e+14
2.930469259239941504e+00,-2.709410878654299136e+18,4.956928468164874240e+18,1.212366284265515566e+09,2.044319663330094814e+09,6.071968383821538750e+14
2.937811287458587994e+00,-2.802781915097387008e+18,4.823461871491108864e+18,1.178106792241429567e+09,2.047124209476009846e+09,6.095531993764692500e+14
2.945153315677234485e+00,-2.834215966709492736e+18,4.694101887525676032e+18,1.150903213783309221e+09,2.039312181645135641e+09,6.087446352417997500e+14
2.952495343895880975e+00,-2.909417522848396800e+18,4.569560448729217536e+18,1.119763314065099239e+09,2.040413537098411560e+09,6.105917657660478750e+14
2.959837372114527465e+00,-2.928917465844307456e+18,4.450345629081900032e+18,1.095161800524843454e+09,2.031821063768442154e+09,6.095324529548011250e+14
2.967179400333173955e+00,-2.990301182744092160e+18,4.336698780734412800e+18,1.067102911909049034e+09,2.031996507710794210e+09,6.110971919692646250e+14
2.974521428551820446e+00,-3.002932240433299456e+18,4.228679884275514368e+18,1.044874322801684022e+09,2.023535171644806623e+09,6.100583629429371250e+14
2.981863456770466936e+00,-3.055199879108062208e+18,4.126126860608858624e+18,1.019538687399432421e+09,2.023526380903451443e+09,6.115615166947252500e+14
2.989205484989113426e+00,-3.065386666691579392e+18,4.028677564421540864e+18,9.992269738680567741e+08,2.015897123366441488e+09,6.107558862966292500e+14
2.996547513207759916e+00,-3.113050920529433088e+18,3.935798354648707584e+18,9.759804542818936110e+08,2.016330520442946672e+09,6.123876417179981250e+14
3.003889541426406407e+00,-3.124118389409568256e+18,3.846807362700844032e+18,9.569453479922167063e+08,2.009940991286438942e+09,6.119427472366520000e+14
3.011231569645052897e+00,-3.170961203178137088e+18,3.760903174800194560e+18,9.349668730024508238e+08,2.011249426796715975e+09,6.138377791029652500e+14
3.018573597863699387e+00,-3.184830429971532288e+18,3.677200675380176896e+18,9.164695677095532417e+08,2.006177185222997189e+09,6.137826133624058750e+14
3.025915626082345433e+00,-3.233489855776909824e+18,3.594765853767080960e+18,8.948657494346036911e+08,2.008550364140283346e+09,6.160033384388491250e+14
3.033257654300991923e+00,-3.250560173814085632e+18,3.512651907084882944e+18,8.761685192165510654e+08,2.004552680245697498e+09,6.162689714683385000e+14
3.040599682519638414e+00,-3.302280105223237632e+18,3.429935075567796224e+18,8.540991233430620432e+08,2.007925650445908546e+09,6.188001341528542500e+14
3.047941710738284904e+00,-3.321518052370862080e+18,3.345748419294248448e+18,8.345604876409937143e+08,2.004497258641786098e+09,6.192352199580106250e+14
3.055283738956931394e+00,-3.376097241739392512e+18,3.259307981038498816e+18,8.113474887113832235e+08,2.008577105609256983e+09,6.219902578638945000e+14
3.062625767175577884e+00,-3.395307948014902784e+18,3.169951179394031616e+18,7.904952290599476099e+08,2.005041310093495846e+09,6.223873866628003750e+14
3.069967795394224375e+00,-3.451257546579824640e+18,3.077142599043387392e+18,7.656997011535965204e+08,2.009366462078665018e+09,6.252252294286398750e+14
3.077309823612870865e+00,-3.467432127706352640e+18,2.980382749836183552e+18,7.432530970284483433e+08,2.004958177605890274e+09,6.253455543989808750e+14
3.084651851831517355e+00,-3.522137087683325440e+18,2.879716505215889408e+18,7.167259616764447689e+08,2.008938324544671059e+09,6.280819087582438750e+14
3.091993880050163845e+00,-3.532108782945108992e+18,2.774931286460606976e+18,6.926996058099944592e+08,2.002983156902331829e+09,6.277105799080102500e+14
3.099335908268810336e+00,-3.582605040435233280e+18,2.666133875803876352e+18,6.645262891775246859e+08,2.006040934139501572e+09,6.301616423636992500e+14
3.106677936487456826e+00,-3.583327711145510400e+18,2.553587624554311680e+18,6.390584057769722939e+08,1.997929767819608927e+09,6.291004218168666250e+14
3.114019964706103316e+00,-3.626376111052706304e+18,2.437697881372276224e+18,6.095796675813261271e+08,1.999490805725614309e+09,6.310798733754600000e+14
3.121361992924749806e+00,-3.615415449391943680e+18,2.318996235502420480e+18,5.830142586124433279e+08,1.988798902638816595e+09,6.291852533922680000e+14
3.128704021143396297e+00,-3.648145850490241536e+18,2.198118699209273856e+18,5.527402213384189606e+08,1.988383162968215704e+09,6.305333803703851250e+14
3.136046049362042787e+00,-3.623890205361246720e+18,2.075619141029429504e+18,5.255117464326125383e+08,1.974855134180707693e+09,6.277131116068326250e+14
3.143388077580689277e+00,-3.643928282793833472e+18,1.952653572374502400e+18,4.950789670084190369e+08,1.972062744024123907e+09,6.282930501623126250e+14
3.150730105799335767e+00,-3.606010136956891648e+18,1.829814010063876608e+18,4.678098860111048222e+08,1.955723964777906656e+09,6.245429149011286250e+14
3.158072134017982258e+00,-3.612338224775586304e+18,1.707945416291847168e+18,4.378456623334150314e+08,1.950396638840359926e+09,6.242930657369962500e+14
3.165414162236628748e+00,-3.560902078563468288e+18,1.586987289887291392e+18,4.108710184845913053e+08,1.931247543013073683e+09,6.196008587325198750e+14
3.172756190455275238e+00,-3.552344612116022272e+18,1.469638092869739264e+18,3.820997077632684708e+08,1.923108108970683336e+09,6.184205674447463750e+14
3.180098218673921728e+00,-3.489290738552716800e+18,1.355521824971355136e+18,3.564046737759760022e+08,1.901661123870937347e+09,6.129389039626105000e+14
3.187440246892568219e+00,-3.467305549328325120e+18,1.245300973361414400e+18,3.292774737396047711e+08,1.890959863149046659e+09,6.108968538132461250e+14
3.194782275111214265e+00,-3.394705327913903616e+18,1.139567806778818560e+18,3.050950193869251609e+08,1.867562127150958300e+09,6.047276830830728750e+14
3.202124303329860755e+00,-3.360450006673301504e+18,1.038814653738038656e+18,2.800904213720864654e+08,1.854427310739812851e+09,6.018545208866340000e+14
3.209466331548507245e+00,-3.280768036463831552e+18,9.434516713182101760e+17,2.578372797974064946e+08,1.829548605344268560e+09,5.951415909486140000e+14
3.216808359767153735e+00,-3.236165734881501696e+18,8.537796074638520320e+17,2.352972427855235934e+08,1.814257569184698582e+09,5.915175821690273750e+14
3.224150387985800226e+00,-3.152087466897199616e+18,7.700054388740168960e+17,2.152758405390605927e+08,1.788415822569515944e+09,5.844230280450361250e+14
3.231492416204446716e+00,-3.099476470092651008e+18,6.922424448227262720e+17,1.954003969028753340e+08,1.771343497236618042e+09,5.801622330607757500e+14
3.238834444423093206e+00,-3.013484911637639168e+18,6.202821058671674880e+17,1.777298669500588775e+08,1.745013701162178516e+09,5.728370719120100000e+14
3.246176472641739696e+00,-2.955069648348344320e+18,5.545965584198529920e+17,1.606112548498226702e+08,1.726518353083099842e+09,5.680503748398937500e+14
3.253518500860386187e+00,-2.869647353420640256e+18,4.947493562991348480e+17,1.454939814052561522e+08,1.700239939551413298e+09,5.606696144385159375e+14
3.260860529079032677e+00,-2.807930126094842368e+18,4.401709451935953280e+17,1.309412039880998731e+08,1.680796158074112177e+09,5.555086121413754375e+14
3.268202557297679167e+00,-2.724670308648942592e+18,3.914883676874183680e+17,1.182822908961809427e+08,1.654890029273423195e+09,5.481780359120437500e+14
3.275544585516325657e+00,-2.661611535370601472e+18,3.479134434851347200e+17,1.064013640740374774e+08,1.634910635370452642e+09,5.427765296268213750e+14
3.282886613734972148e+00,-2.582337453095162368e+18,3.091378458974524160e+17,9.601560971355704963e+07,1.609831186927321434e+09,5.356483178198653750e+14
3.290228641953618638e+00,-2.519728620898987008e+18,2.745018520278820800e+17,8.633700188789916039e+07,1.589711514330187559e+09,5.301367656792622500e+14
3.297570670172265128e+00,-2.445028359171754496e+18,2.444068634223207680e+17,7.805505442535595596e+07,1.565605617865846634e+09,5.232629777922741250e+14
3.304912698390911618e+00,-2.384071299260216320e+18,2.179291840421446720e+17,7.049747756787444651e+07,1.545652352116623163e+09,5.177443122119303125e+14
3.312254726609558109e+00,-2.314672795361763840e+18,1.950299990042888640e+17,6.403865998612825572e+07,1.522752030152835846e+09,5.112065872267954375e+14
3.319596754828204599e+00,-2.256380292433108736e+18,1.752154054477160960e+17,5.827865626065775752e+07,1.503255365601153135e+09,5.057799622504704375e+14
3.326938783046851089e+00,-2.192486260869946368e+18,1.581250273656999040e+17,5.336055706747657061e+07,1.481665822620100021e+09,4.996186005924146250e+14
3.334280811265497579e+00,-2.137439628080859648e+18,1.434687440868184960e+17,4.903839013687394559e+07,1.462820697074004412e+09,4.943525687375861250e+14
3.341622839484144070e+00,-2.078862099429413632e+18,1.309591884702540800e+17,4.539186473825035244e+07,1.442540301278903246e+09,4.885723796475640000e+14
3.348964867702790560e+00,-2.027296513300103680e+18,1.203326357480196000e+17,4.223804302540770173e+07,1.424457990106664896e+09,4.835081098595720000e+14
3.356306895921436606e+00,-1.973728200815521536e+18,1.113432198948348800e+17,3.961115917485152185e+07,1.405452683211603880e+09,4.781029461318441875e+14
3.363648924140083096e+00,-1.925681460676219904e+18,1.037736727934988800e+17,3.737726216316310316e+07,1.388192537223505497e+09,4.732644594594804375e+14
3.370990952358729587e+00,-1.876704605499771904e+18,9.742859739889080000e+16,3.554776758513603359e+07,1.370389816541285753e+09,4.682149055180493125e+14
3.378332980577376077e+00,-1.832058542939538432e+18,9.213570462429638400e+16,3.402445065044794977e+07,1.353963148014599085e+09,4.636100293614070000e+14
3.385675008796022567e+00,-1.787209619419598848e+18,8.774455622542929600e+16,3.280739175841737166e+07,1.337268089940677881e+09,4.588886065563088125e+14
3.393017037014669057e+00,-1.745749919450402560e+18,8.412510058846640000e+16,3.182574904670342430e+07,1.321651541728297710e+09,4.545132338609281875e+14
3.400359065233315548e+00,-1.704565335896328192e+18,8.116595437459769600e+16,3.107521159715981781e+07,1.305959802088922024e+09,4.500887049756654375e+14
3.407701093451962038e+00,-1.666030288855212288e+18,7.877184970468910400e+16,3.050551382942198589e+07,1.291108390193948507e+09,4.459310597551177500e+14
3.415043121670608528e+00,-1.628078930367649536e+18,7.686452952428198400e+16,3.011184372680809349e+07,1.276317222911403418e+09,4.417721637151305625e+14
3.422385149889255018e+00,-1.592198367926006272e+18,7.537618312790524800e+16,2.985960068354886770e+07,1.262176676887585163e+09,4.378169379685287500e+14
3.429727178107901508e+00,-1.557104648114861056e+18,7.425082538147265600e+16,2.974329325474070758e+07,1.248194420596606731e+09,4.338956913587173750e+14
3.437069206326547999e+00,-1.523632743821106944e+18,7.344157612792524800e+16,2.974033281635644287e+07,1.234713420683979750e+09,4.301282540880451875e+14
3.444411234545194489e+00,-1.491103449304753920e+18,7.290898190351467200e+16,2.984471782260492444e+07,1.221472126774354458e+09,4.264244361242819375e+14
3.451753262763840979e+00,-1.459919803500801024e+18,7.259778868528728000e+16,3.003272786176893488e+07,1.208644599641937733e+09,4.228456679549326250e+14
3.459095290982487469e+00,-1.429374986034064896e+18,7.189611522135724800e+16,3.005834918512086198e+07,1.195942511323098421e+09,4.192917868716338125e+14
3.466437319201133960e+00,-1.399699056438434560e+18,7.217724596805688000e+16,3.049360477156297117e+07,1.183481692452569723e+09,4.158037687774455000e+14
3.473779347419780450e+00,-1.371300036608318208e+18,7.258284061634019200e+16,3.098031234962798283e+07,1.171434939022052050e+09,4.124429909222036250e+14
3.481121375638426940e+00,-1.343635815906502912e+18,7.310175429337928000e+16,3.152074738954722136e+07,1.159581551001264572e+09,4.091325085970518750e+14
3.488463403857073430e+00,-1.317140823209432064e+18,7.372178364969081600e+16,3.210553158617249876e+07,1.148116539541114092e+09,4.059417039356440625e+14
3.495805432075719921e+00,-1.291171081512675328e+18,7.441172387579499200e+16,3.272950170246287063e+07,1.136768358899194002e+09,4.027752309630156875e+14
3.503147460294366411e+00,-1.266346587859343872e+18,7.519993361595051200e+16,3.339796350050871074e+07,1.125816153652684450e+09,3.997324636158087500e+14
3.510489488513012901e+00,-1.241902348412882176e+18,7.601269965279582400e+16,3.408861450382892787e+07,1.114927971687710762e+09,3.966961758951374375e+14
3.517831516731658947e+00,-1.218579397847443200e+18,7.692269492692307200e+16,3.482423482715771347e+07,1.104441997199826002e+09,3.937870897825324375e+14
3.525173544950305438e+00,-1.195545587260013568e+18,7.787076842040520000e+16,3.559028376800117642e+07,1.093989147824922800e+09,3.908742327847540000e+14
3.532515573168951928e+00,-1.173612895419720704e+18,7.881023613163692800e+16,3.635346490877237171e+07,1.083943942199316025e+09,3.880917702885623125e+14
3.539857601387598418e+00,-1.151872624269939200e+18,7.978590579796905600e+16,3.714787411236556619e+07,1.073895986034498215e+09,3.852933707032615000e+14
3.547199629606244908e+00,-1.131197203461869056e+18,8.075719237773846400e+16,3.794074903008595109e+07,1.064254059846065640e+09,3.826259947239796875e+14
3.554541657824891399e+00,-1.110663783980388480e+18,8.171392621723420800e+16,3.874195431990616769e+07,1.054592206971450210e+09,3.799370897247848750e+14
3.561883686043537889e+00,-1.091125653668968064e+18,8.264695665427062400e+16,3.953199189366303384e+07,1.045317383406613350e+09,3.773735277668204375e+14
3.569225714262184379e+00,-1.071695284862906752e+18,8.354801704404699200e+16,4.032192976309343427e+07,1.036012134524845600e+09,3.747851555314365625e+14
3.576567742480830869e+00,-1.053183548459546240e+18,8.440993368357769600e+16,4.109260277641103417e+07,1.027069691141981959e+09,3.723144519131309375e+14
3.583909770699477360e+00,-1.034764267693592320e+18,8.522605323937201600e+16,4.185567417546194792e+07,1.018094379296082139e+09,3.698184999533449375e+14
3.591251798918123850e+00,-1.017180905887013376e+18,8.599047610538291200e+16,4.259261684543479979e+07,1.009452840353008032e+09,3.674306800442481250e+14
3.598593827136770340e+00,-9.996864530717909760e+17,8.668445838009457600e+16,4.330841695533283055e+07,1.000780731254837871e+09,3.650188489820326250e+14
3.605935855355416830e+00,-9.829314031690816000e+17,8.733301893817040000e+16,4.400069964419020712e+07,9.924048895175093412e+08,3.627023905199742500e+14
3.613277883574063321e+00,-9.662831055434895360e+17,8.791356534258532800e+16,4.467100567750352621e+07,9.840114858535591364e+08,3.603670347481293750e+14
3.620619911792709811e+00,-9.502869547961649920e+17,8.842131389460513600e+16,4.530343186495751888e+07,9.758787607766181231e+08,3.581148474176393125e+14
3.627961940011356301e+00,-9.344179834733047040e+17,8.885132309577187200e+16,4.590649399316380173e+07,9.677424190682400465e+08,3.558492263037917500e+14
3.635303968230002791e+00,-9.190963080623838720e+17,8.919843107995028800e+16,4.646620379597644508e+07,9.598205124696977139e+08,3.536505055503249375e+14
3.642645996448649282e+00,-9.039363228728519680e+17,8.946867350710148800e+16,4.699397827651640773e+07,9.519163602266249657e+08,3.514465495379366875e+14
3.649988024667295772e+00,-8.892200659834056960e+17,8.963752390953633600e+16,4.746851867072828859e+07,9.441786516587837934e+08,3.492924044944193750e+14
3.657330052885942262e+00,-8.747026479077926400e+17,8.970767939819944000e+16,4.789615489166069031e+07,9.364810139886438847e+08,3.471415972153623125e+14
3.664672081104588752e+00,-8.605077441129953280e+17,8.968622161330748800e+16,4.827597144254089147e+07,9.288909050753571987e+08,3.450192731256485000e+14
3.672014109323235242e+00,-8.465644400306726400e+17,8.955010722560126400e+16,4.859607485465960950e+07,9.213718133967156410e+08,3.429120835806095000e+14
3.679356137541881289e+00,-8.328088109354891520e+17,8.930329801513854400e+16,4.885885663826757669e+07,9.138905836080640554e+08,3.408078228404098125e+14
3.686698165760527779e+00,-8.193540818699031040e+17,8.894548549645484800e+16,4.905928099794109166e+07,9.065102839581788778e+08,3.387301417556199375e+14
3.694040193979174269e+00,-8.059502471980588800e+17,8.847531320438491200e+16,4.920244858020202070e+07,8.990946157909891605e+08,3.366282343373913750e+14
3.701382222197820759e+00,-7.928986718112488960e+17,8.789430395046043200e+16,4.927854311221662164e+07,8.918111047876178026e+08,3.345648692498824375e+14
3.708724250416467250e+00,-7.797592504632180480e+17,8.720656669366790400e+16,4.930183514900742471e+07,8.844150165008947849e+08,3.324483467495809375e+14
3.716066278635113740e+00,-7.670183144696088320e+17,8.641812410374424000e+16,4.925905922951269895e+07,8.771800096820409298e+08,3.303814864730873125e+14
3.723408306853760230e+00,-7.540604646185986560e+17,8.553789505603129600e+16,4.917340385257119685e+07,8.697577181405444145e+08,3.282331799859327500e+14
3.730750335072406720e+00,-7.415371468335955200e+17,8.457683176559003200e+16,4.902890292712036520e+07,8.625201331886882782e+08,3.261436697994468750e+14
3.738092363291053211e+00,-7.286886036276638720e+17,8.354924213760331200e+16,4.885751303905936331e+07,8.550296253393946886e+08,3.239475623037119375e+14
3.745434391509699701e+00,-7.162954418260669440e+17,8.247149231777139200e+16,4.864202774932804704e+07,8.477390451604982615e+08,3.218162026626720000e+14
3.752776419728346191e+00,-7.035031610612792320e+17,8.136198311162368000e+16,4.842125079197620600e+07,8.401474743100396395e+08,3.195595072988146875e+14
3.760118447946992681e+00,-6.911633110577360640e+17,8.022880292209548800e+16,4.817061397066920996e+07,8.327566986269443035e+08,3.173680375373703750e+14
3.767460476165639172e+00,-6.783900174288805120e+17,7.912699312448456000e+16,4.795347939807996899e+07,8.250391224755724669e+08,3.150407795109079375e+14
3.774802504384285662e+00,-6.660541377293368320e+17,7.805191807184446400e+16,4.773722153444827348e+07,8.175163484904541969e+08,3.127765655122010000e+14
3.782144532602932152e+00,-6.533074708099761920e+17,7.702954474653209600e+16,4.756831070860650390e+07,8.096729061748619080e+08,3.103782310999171250e+14
3.789486560821578642e+00,-6.409478592633521920e+17,7.608422118184499200e+16,4.743427913686185330e+07,8.019961783578435183e+08,3.080322553464775000e+14
3.796828589040225133e+00,-6.282452606778439680e+17,7.523506092896516800e+16,4.737522577681191266e+07,7.940337982071341276e+08,3.055649278701716250e+14
3.804170617258871623e+00,-6.158621977814995200e+17,7.451153729840424000e+16,4.738724213021796197e+07,7.861982882824201584e+08,3.031346673925905000e+14
3.811512645477518113e+00,-6.032569576094624000e+17,7.391259268815832000e+16,4.749270207958371937e+07,7.781468462702155113e+08,3.006093276764404375e+14
3.818854673696164603e+00,-5.908814593880446720e+17,7.346638369936161600e+16,4.769513678448317200e+07,7.701664011503846645e+08,2.980994849779905000e+14
3.826196701914811094e+00,-5.784338103708591360e+17,7.317342407434187200e+16,4.801013938340675086e+07,7.620621915923091173e+08,2.955297688257485000e+14
3.833538730133457584e+00,-5.661134283060290560e+17,7.304619868058078400e+16,4.844150930023844540e+07,7.539628691980223656e+08,2.929498900957693750e+14
3.840880758352104074e+00,-5.538903992740450560e+17,7.308906585533502400e+16,4.899720982641652226e+07,7.458492648282352686e+08,2.903523973252031250e+14
3.848222786570750120e+00,-5.416854634121703680e+17,7.330235628070140800e+16,4.968519444325248897e+07,7.376680025316498280e+08,2.877164401338644375e+14
3.855564814789396610e+00,-5.297550223575413760e+17,7.368489545522705600e+16,5.049730527347216755e+07,7.295923520688958168e+08,2.851095777123097500e+14
3.862906843008043101e+00,-5.177320953396096000e+17,7.423027931121857600e+16,5.145067848872774839e+07,7.213731819637876749e+08,2.824345050222387500e+14
3.870248871226689591e+00,-5.061496628377624960e+17,7.492979137292219200e+16,5.251761438240575790e+07,7.133777138782663345e+08,2.798349508172556250e+14
3.877590899445336081e+00,-4.943650907714766720e+17,7.577374159383872000e+16,5.372798590774353594e+07,7.051608236715787649e+08,2.771364754911053125e+14
3.884932927663982571e+00,-4.831805818171405440e+17,7.677656456210824000e+16,5.505364432308488339e+07,6.972886673182013035e+08,2.745615119742758125e+14
3.892274955882629062e+00,-4.717089427887290880e+17,7.787429617510916800e+16,5.650181707899823040e+07,6.891309005711162090e+08,2.718621590436278125e+14
3.899616984101275552e+00,-4.609391454091845120e+17,7.907491032251523200e+16,5.802385843653736264e+07,6.813999659209324121e+08,2.693193678344910000e+14
3.906959012319922042e+00,-4.497991696609233280e+17,8.036126543725227200e+16,5.967535609512227774e+07,6.733203678680772781e+08,2.666270040629485312e+14
3.914301040538568532e+00,-4.394408151651972480e+17,8.171711724649641600e+16,6.137330240572713315e+07,6.657383100088067055e+08,2.641200058020445625e+14
3.921643068757215023e+00,-4.286512922999978240e+17,8.312600919560616000e+16,6.318900560762639344e+07,6.577569024568867683e+08,2.614429910216734062e+14
3.928985096975861513e+00,-4.186838988948957440e+17,8.457350349227235200e+16,6.502483461089026183e+07,6.503169442749199867e+08,2.589697139220719688e+14
3.936327125194508003e+00,-4.082416282036351360e+17,8.604466676325512000e+16,6.696731945706771314e+07,6.424377402355033159e+08,2.563101202684957812e+14
3.943669153413154493e+00,-3.986291104850327680e+17,8.752643787739240000e+16,6.890546265853191912e+07,6.351197314437798262e+08,2.538631148486195000e+14
3.951011181631800984e+00,-3.885143857587319040e+17,8.900728870813588800e+16,7.094099370583392680e+07,6.273332530216320753e+08,2.512176178895924375e+14
3.958353209850447474e+00,-3.792034266037020160e+17,9.046842496883902400e+16,7.294658278510488570e+07,6.201005003575841188e+08,2.487826856531177500e+14
3.965695238069093964e+00,-3.693713270665651840e+17,9.192361341791403200e+16,7.505485982516330481e+07,6.123761581331690550e+08,2.461393986824427500e+14
