Energy(eV),eps1,eps2,n,kappa,alpha(cm^-1)
8.224071604884045428e+00,-3.054518106760059392e+18,7.947243964021310464e+18,1.652197847542565823e+09,2.405052147913709164e+09,2.004725460654485250e+15
8.231413633102691918e+00,-3.413708036584015872e+18,7.755269492165199872e+18,1.590540607732321262e+09,2.437935081463310719e+09,2.033949136784271500e+15
8.238755661321338408e+00,-3.838648009164171264e+18,7.527556053903936512e+18,1.518414262499720812e+09,2.478755712394172668e+09,2.069850014782429000e+15
8.246097689539984898e+00,-4.136312283729871360e+18,7.267475685475283968e+18,1.453585488314979792e+09,2.499844606284512520e+09,2.089320253798115750e+15
8.253439717758631389e+00,-4.520536457467320320e+18,6.978835038563150848e+18,1.377402150002651691e+09,2.533332418041352749e+09,2.119193874197196000e+15
8.260781745977277879e+00,-4.747688730530435072e+18,6.665762815931376640e+18,1.310727099028752089e+09,2.542772946737235069e+09,2.128983305430386000e+15
8.268123774195924369e+00,-5.077844274801129472e+18,6.332608180084864000e+18,1.232720831871057987e+09,2.568549186628514290e+09,2.152476317099193000e+15
8.275465802414570859e+00,-5.230564876786285568e+18,5.983707834870073344e+18,1.165544125438030720e+09,2.566916045594282627e+09,2.153017891071565000e+15
8.282807830633217350e+00,-5.497732646302573568e+18,5.623839642470964224e+18,1.087867655982179403e+09,2.584799544110671520e+09,2.169941268838353500e+15
8.290149858851863840e+00,-5.577086437882081280e+18,5.256967463961196544e+18,1.021540496680170059e+09,2.573058768127858162e+09,2.161999615747635250e+15
8.297491887070510330e+00,-5.777054414139541504e+18,4.887695223910808576e+18,9.461074243991247416e+08,2.583055104453384876e+09,2.172321163208674750e+15
8.304833915289156820e+00,-5.788417904763385856e+18,4.520213500881084416e+18,8.819974962650649548e+08,2.562486583024627209e+09,2.156930131468233000e+15
8.312175943507803311e+00,-5.921886957369346048e+18,4.157887531058763776e+18,8.105279522592229843e+08,2.564925441170342445e+09,2.160891684697688750e+15
8.319517971726449801e+00,-5.874228111342338048e+18,3.804043639796671488e+18,7.497167972459729910e+08,2.536987068830879211e+09,2.139242132726149250e+15
8.326859999945096291e+00,-5.945585311418529792e+18,3.461602626396948480e+18,6.834798831283221245e+08,2.532336877680304527e+09,2.137205425936265750e+15
8.334202028163742781e+00,-5.849720034532599808e+18,3.133054195570126848e+18,6.269714166631180048e+08,2.498562224929600716e+09,2.110560079193558750e+15
8.341544056382389272e+00,-5.866248420054323200e+18,2.820444672181208576e+18,5.669237924086948633e+08,2.487498946020556450e+09,2.103065887173839750e+15
8.348886084601035762e+00,-5.734046146515312640e+18,2.525377183595010048e+18,5.154996505903294683e+08,2.449446067231132984e+09,2.072716680771858000e+15
8.356228112819682252e+00,-5.704945719841356800e+18,2.249023123725713920e+18,4.622261140485910177e+08,2.432817029772238731e+09,2.060455597371096250e+15
8.363570141038328742e+00,-5.548165635716726784e+18,1.992143426018625280e+18,4.164212766277928352e+08,2.391980835070600510e+09,2.027649686406281500e+15
8.370912169256975233e+00,-5.483470413083948032e+18,1.755117974083594240e+18,3.701598226253718138e+08,2.370756990366156101e+09,2.011422716444977000e+15
8.378254197475621723e+00,-5.312881260977275904e+18,1.537981368616762624e+18,3.302504811929563284e+08,2.328507384850959301e+09,1.977309614480980250e+15
8.385596225694268213e+00,-5.222525133430388736e+18,1.340463243169967616e+18,2.909333600246832371e+08,2.303729010410217762e+09,1.957982761565559250e+15
8.392938253912914703e+00,-5.047305148794218496e+18,1.162031371079834880e+18,2.569426344806467295e+08,2.261266164388454914e+09,1.923575505065575250e+15
8.400280282131561194e+00,-4.940399249802952704e+18,1.001935920391306752e+18,2.242486295823816061e+08,2.233984489129798889e+09,1.902030408861756750e+15
8.407622310350207684e+00,-4.767818931527643136e+18,8.592533799039982080e+17,1.959698631695766449e+08,2.192309996054012775e+09,1.868179850765285250e+15
8.414964338568854174e+00,-4.652171978377633792e+18,7.329288835460222720e+17,1.693826414443937838e+08,2.163530091678946972e+09,1.845265004884521000e+15
8.422306366787500664e+00,-4.487528562828856832e+18,6.218158880539932160e+17,1.464176074454452693e+08,2.123432758200481653e+09,1.812646320150179750e+15
8.429648395006147155e+00,-4.369404631027533312e+18,5.247123970123484160e+17,1.252857052945706844e+08,2.094063308254717350e+09,1.789133688175719000e+15
8.436990423224793645e+00,-4.216153071213212672e+18,4.403931606093450880e+17,1.070933471647868901e+08,2.056118200935970068e+09,1.758244061766494750e+15
8.444332451443440135e+00,-4.100232797239877120e+18,3.676375047300030080e+17,9.068812734338694811e+07,2.026932937637781858e+09,1.734795267514039500e+15
8.451674479662086625e+00,-3.960247424044058624e+18,3.052526470553435520e+17,7.663840724288655818e+07,1.991512206718498945e+09,1.705961634297925000e+15
8.459016507880733116e+00,-3.849742020694551552e+18,2.520925357296123840e+17,6.420690972724577039e+07,1.963126218038787842e+09,1.683106593631110750e+15
8.466358536099379606e+00,-3.723644518284241920e+18,2.070723847540670720e+17,5.363402567406507581e+07,1.930419935401167631e+09,1.656502042479175250e+15
8.473700564318026096e+00,-3.620506961911351808e+18,1.691792649748881600e+17,4.444408870337579399e+07,1.903281965167543173e+09,1.634631152277186000e+15
8.481042592536672586e+00,-3.508006469212530688e+18,1.374789817233204480e+17,3.669380843124790490e+07,1.873326694623690128e+09,1.610298141652347500e+15
8.488384620755319077e+00,-3.413188531611464192e+18,1.111198952021539200e+17,3.006935920385454595e+07,1.847726359062508821e+09,1.589667260172281750e+15
8.495726648973965567e+00,-3.313394400052333568e+18,8.933398059345523200e+16,2.453639033005205542e+07,1.820438528075793743e+09,1.567545207378116500e+15
8.503068677192612057e+00,-3.227108210928747008e+18,7.143567600747958400e+16,1.988162156306572631e+07,1.796525393587500572e+09,1.548290940833148750e+15
8.510410705411258547e+00,-3.138791802520218112e+18,5.681896259696247200e+16,1.603482640564193949e+07,1.771736131081058264e+09,1.528245363229957000e+15
8.517752733629905038e+00,-3.060747553188564992e+18,4.495310794528940000e+16,1.284707510004919395e+07,1.749546398506536007e+09,1.510407101242372500e+15
8.525094761848551528e+00,-2.982543393930260480e+18,3.537746258023051600e+16,1.024225682466828264e+07,1.727034538668848515e+09,1.492257477805478000e+15
8.532436790067198018e+00,-2.912147198059828736e+18,2.769565262026014000e+16,8.114654549839568324e+06,1.706520742820986509e+09,1.475802279453957500e+15
8.539778818285844508e+00,-2.842694657675360768e+18,2.156946101011306800e+16,6.396480277252483182e+06,1.686041391139404297e+09,1.459346363494095250e+15
8.547120846504490999e+00,-2.779201492836412928e+18,1.671263862291858000e+16,5.012484545375876129e+06,1.667101262022715569e+09,1.444193381506452000e+15
8.554462874723137489e+00,-2.717235868559528448e+18,1.288483702274194800e+16,3.908265364599491935e+06,1.648408669929180145e+09,1.429226834069893000e+15
8.561804902941783979e+00,-2.659862030989583360e+18,9.885808643965170000e+15,3.030762458957151510e+06,1.630911161440335989e+09,1.415269534286313750e+15
8.569146931160430469e+00,-2.604272296560882176e+18,7.549978760470349000e+15,2.339225461475656833e+06,1.613777484207981348e+09,1.401602188678078000e+15
8.576488959379076960e+00,-2.552290729764317696e+18,5.741457609196700000e+15,1.796912048723587301e+06,1.597590047120107889e+09,1.388731878148888250e+15
8.583830987597723450e+00,-2.502213123814276608e+18,4.349530704864143500e+15,1.374833457794797840e+06,1.581839123925474644e+09,1.376217247743879250e+15
8.591173015816369940e+00,-2.455339638178894848e+18,3.284640703974184500e+15,1.048098236250782036e+06,1.566952691273354292e+09,1.364431934775724250e+15
8.598515044035016430e+00,-2.408841876681370112e+18,8.908780041878979688e+13,2.870014689857876147e+04,1.552044418663676262e+09,1.352605432871304250e+15
8.605857072253662921e+00,-2.364238475690373632e+18,9.391896820304660938e+13,3.054060955514804300e+04,1.537608037382447720e+09,1.341168347092676750e+15
8.613199100472309411e+00,-2.322030545227380224e+18,1.696047691165569375e+14,5.565114424699639494e+04,1.523821035530232430e+09,1.330276675799906750e+15
8.620541128690955901e+00,-2.281703931368836608e+18,1.976845208156339375e+14,6.543543944988831208e+04,1.510531011151586056e+09,1.319798710289350750e+15
8.627883156909602391e+00,-2.243033613516437760e+18,2.327853806903791562e+14,7.771553049423261837e+04,1.497676072973105192e+09,1.309681437617055000e+15
8.635225185128248881e+00,-2.205830233751057408e+18,2.767419116274936562e+14,9.316631082102586515e+04,1.485203771349581242e+09,1.299879924114951000e+15
8.642567213346895372e+00,-2.170003395835538944e+18,3.319509642195010625e+14,1.126714103932315193e+05,1.473093143195767403e+09,1.290376661088810000e+15
8.649909241565541862e+00,-2.135396452736905216e+18,4.013742032920875625e+14,1.373346739610940276e+05,1.461299583110088348e+09,1.281133350032852000e+15
8.657251269784188352e+00,-2.101974479816755712e+18,4.886394658738658125e+14,1.685174283212273440e+05,1.449818784612366438e+09,1.272146920052988000e+15
8.664593298002834842e+00,-2.069577443958337024e+18,5.981525723724248750e+14,2.078936066357020172e+05,1.438602616144600391e+09,1.263375800405981500e+15
8.671935326221481333e+00,-2.038223791593397760e+18,7.352187089815046250e+14,2.574901462658328528e+05,1.427663776207329988e+09,1.254831743092361250e+15
8.679277354440127823e+00,-2.007725830751950592e+18,9.061718324074435000e+14,3.197631021115475451e+05,1.416942459311736584e+09,1.246462757252873500e+15
8.686619382658774313e+00,-1.978167668461062912e+18,1.118509756478333500e+15,3.976291491930640768e+05,1.406473542790621758e+09,1.238300035509584500e+15
8.693961410877420803e+00,-1.949307944606502912e+18,1.381031670534759500e+15,4.945763997280905605e+05,1.396176274405319452e+09,1.230272984631544250e+15
8.701303439096067294e+00,-1.921319222233179648e+18,1.703973827300198750e+15,6.146574042049766285e+05,1.386116733914176464e+09,1.222440264692903000e+15
8.708645467314713784e+00,-1.893874139071504896e+18,2.099138049551211000e+15,7.626677487451530760e+05,1.376181209264826298e+09,1.214702037168487250e+15
8.715987495533360274e+00,-1.867267333089806848e+18,2.580004203287829500e+15,9.440327576689275447e+05,1.366480231941777706e+09,1.207156223043923250e+15
8.723329523752006764e+00,-1.841044111825346816e+18,3.161833914594719000e+15,1.165136481124850921e+06,1.356851307022389412e+09,1.199659676096181000e+15
8.730671551970653255e+00,-1.815666769165715712e+18,3.861718050344265500e+15,1.432953997530974448e+06,1.347467558987182140e+09,1.192365753966144250e+15
8.738013580189299745e+00,-1.790501104298746112e+18,4.698612748628852000e+15,1.755706781459819991e+06,1.338097226215288401e+09,1.185069747100133250e+15
8.745355608407946235e+00,-1.766235508135852544e+18,5.693311047905204000e+15,2.141953538274815306e+06,1.328999659932542086e+09,1.178001569742944750e+15
8.752697636626592725e+00,-1.741992263399038976e+18,6.868357704197765000e+15,2.601950047126961872e+06,1.319848110027470827e+09,1.170871962215463250e+15
8.760039664845239216e+00,-1.718757196085185280e+18,8.247887141983859000e+15,3.145605092467902228e+06,1.311017578416316509e+09,1.164013757119414500e+15
8.767381693063885706e+00,-1.695333479991795200e+18,9.857415582000840000e+15,3.785329298419359606e+06,1.302055224907796621e+09,1.157025270709371250e+15
8.774723721282532196e+00,-1.673087157708203264e+18,1.172347229322153200e+16,4.531733033817416057e+06,1.293486642494808674e+09,1.150373649421602500e+15
8.782065749501178686e+00,-1.650417094704192512e+18,1.387321223873519000e+16,5.399410444522253238e+06,1.284696948053252220e+09,1.143512463084281000e+15
8.789407777719825177e+00,-1.629160194178185984e+18,1.633388870713108400e+16,6.398412638737204485e+06,1.276401635012459993e+09,1.137078613277682500e+15
8.796749805938471667e+00,-1.607220414356760320e+18,1.913223467751296000e+16,7.545539404336842708e+06,1.267784425492624044e+09,1.130345417519572250e+15
8.804091834157118157e+00,-1.586998016572171264e+18,2.229374735731741600e+16,8.848184613647254184e+06,1.259792168154385805e+09,1.124157063708427750e+15
8.811433862375764647e+00,-1.565812750813001472e+18,2.584188359186900000e+16,1.032546152100524679e+07,1.251366998913038015e+09,1.117570190307761375e+15
8.818775890594411138e+00,-1.546713858970150656e+18,2.979717881440292400e+16,1.197898491996045597e+07,1.243727202826191664e+09,1.111672762837675625e+15
8.826117918813057628e+00,-1.526358169301003264e+18,3.417630744278544800e+16,1.383055802714901231e+07,1.235536099689663410e+09,1.105270783560397875e+15
8.833459947031702342e+00,-1.508511516453444864e+18,3.899110790669332000e+16,1.587175699407119863e+07,1.228317316137619019e+09,1.099727142810369500e+15
8.840801975250348832e+00,-1.489111136590987776e+18,4.424760053890846400e+16,1.812793176463415474e+07,1.220426056138204098e+09,1.093570181761319625e+15
8.848144003468995322e+00,-1.472676258280912128e+18,4.994503108945642400e+16,2.057530283987518772e+07,1.213713146244970322e+09,1.088458220813231250e+15
8.855486031687641812e+00,-1.454402622831831040e+18,5.607497630905092000e+16,2.324428145233282819e+07,1.206210147301068783e+09,1.082627129081552750e+15
8.862828059906288303e+00,-1.439555693933966848e+18,6.262055058825988000e+16,2.608975491086108238e+07,1.200098483144310713e+09,1.078034690727260500e+15
8.870170088124934793e+00,-1.422615143706854656e+18,6.955575374242506400e+16,2.914940502077337354e+07,1.193090454039390802e+09,1.072627295030708750e+15
8.877512116343581283e+00,-1.409529851998833664e+18,7.684499945407534400e+16,3.235096975933698192e+07,1.187676907767092705e+09,1.068644147994620500e+15
8.884854144562227773e+00,-1.394146716366641920e+18,8.444286144277712000e+16,3.574207967623864859e+07,1.181280750975916147e+09,1.063768082621158375e+15
8.892196172780874264e+00,-1.382971382903602176e+18,9.229407002877792000e+16,3.921893816697356850e+07,1.176651821064560652e+09,1.060475237803049500e+15
8.899538200999520754e+00,-1.369365601973642240e+18,1.003337853924977440e+17,4.284169443169305474e+07,1.170982925902602911e+09,1.056237445474213000e+15
8.906880229218167244e+00,-1.360198711727374080e+18,1.084881656185210240e+17,4.647363745751709491e+07,1.167201144064683676e+09,1.053694814136640500e+15
8.914222257436813734e+00,-1.348559738619417856e+18,1.166752377773704960e+17,5.018898118017539382e+07,1.162359097891577482e+09,1.050188608145756000e+15
8.921564285655460225e+00,-1.341426820939631104e+18,1.248060691813503680e+17,5.382125326392524689e+07,1.159449674734755754e+09,1.048422754089614000e+15
8.928906313874106715e+00,-1.331886543417809664e+18,1.327862239955866880e+17,5.745817367375778407e+07,1.155503347091531992e+09,1.045714186053518500e+15
8.936248342092753205e+00,-1.326721741177106432e+18,1.405174781207067680e+17,6.091216064340991527e+07,1.153443554098489523e+09,1.044708435748007500e+15
8.943590370311399695e+00,-1.319329860729014528e+18,1.478997532780010560e+17,6.428086818012837321e+07,1.150418137349635839e+09,1.042824306882655250e+15
8.950932398530046186e+00,-1.315965392553616128e+18,1.548332201388215360e+17,6.736964823044964671e+07,1.149131873222699642e+09,1.042513466386952250e+15
8.958274426748692676e+00,-1.310670898806745600e+18,1.612205107581297920e+17,7.027918294025495648e+07,1.147000463104307413e+09,1.041433350723287500e+15
8.965616454967339166e+00,-1.308836883905044736e+18,1.669689730641215040e+17,7.282573645119917393e+07,1.146359660749934196e+09,1.041704587999565875e+15
8.972958483185985656e+00,-1.305478840264546560e+18,1.719928952072463360e+17,7.510336519406452775e+07,1.145041202633346081e+09,1.041358577032574500e+15
8.980300511404632147e+00,-1.304814676121600000e+18,1.762156255534020800e+17,7.695849981831319630e+07,1.144874354161139011e+09,1.042058793028289750e+15
8.987642539623278637e+00,-1.303124484928921088e+18,1.795715152455082560e+17,7.846769740757887065e+07,1.144238464860086918e+09,1.042331493099797000e+15
8.994984567841925127e+00,-1.303201328467198464e+18,1.820076146202159680e+17,7.952479873990704119e+07,1.144345018812867165e+09,1.043280119814979375e+15
9.002326596060571617e+00,-1.302817103832068608e+18,1.834850622445003200e+17,8.017890663784374297e+07,1.144222775905858755e+09,1.044020144603736625e+15
9.009668624279218108e+00,-1.303169290487090688e+18,1.839801156505304640e+17,8.038341529717682302e+07,1.144391010075633526e+09,1.045025242843527750e+15
9.017010652497864598e+00,-1.303661188350304512e+18,1.834847855566217280e+17,8.015307884542407095e+07,1.144589753754027367e+09,1.046058474582730625e+15
9.024352680716511088e+00,-1.303822957718442240e+18,1.820070498898513280e+17,7.950577542713132501e+07,1.144615274249261379e+09,1.046933561831885125e+15
9.031694708935157578e+00,-1.304726622115854592e+18,1.795706395891002240e+17,7.841957530280713737e+07,1.144935042658109665e+09,1.048078042760944625e+15
9.039036737153804069e+00,-1.304269599709903360e+18,1.762144042165041280e+17,7.697390343623989820e+07,1.144637314401428699e+09,1.048657281214002000e+15
9.046378765372450559e+00,-1.305123609179809792e+18,1.719912810685250880e+17,7.511279588765259087e+07,1.144886693645214081e+09,1.049737715175913875e+15
9.053720793591097049e+00,-1.303690316750981120e+18,1.669669060057122880e+17,7.296728185600337386e+07,1.144121733458653688e+09,1.049887725525439000e+15
9.061062821809743539e+00,-1.304072905802089472e+18,1.612179092846614400e+17,7.045427918374797702e+07,1.144131422196502447e+09,1.050748019875494500e+15
9.068404850028390030e+00,-1.301402172299396096e+18,1.548300054815061760e+17,6.774153398403812945e+07,1.142799670863579988e+09,1.050375377973956750e+15
9.075746878247036520e+00,-1.300962688350745344e+18,1.478958211789064960e+17,6.472846140376692265e+07,1.142432694764310598e+09,1.050888220691737000e+15
9.083088906465683010e+00,-1.296904156891086848e+18,1.405127082364340640e+17,6.160233933943586797e+07,1.140481917920305252e+09,1.049942449727025625e+15
9.090430934684329500e+00,-1.295385619788874752e+18,1.327804514419871040e+17,5.825543687120740861e+07,1.139639993907694578e+09,1.050015424880662000e+15
9.097772962902975991e+00,-1.289902099766445312e+18,1.247991740958747200e+17,5.487783263999787718e+07,1.137063620155754089e+09,1.048487808693304125e+15
9.105114991121622481e+00,-1.287152708291472384e+18,1.166670457548855840e+17,5.136396482786117494e+07,1.135689642980999470e+09,1.048065984269842000e+15
9.112457019340268971e+00,-1.280311212440982784e+18,1.084784845617979680e+17,4.789246233892928809e+07,1.132521478997139692e+09,1.045985022741768875e+15
9.119799047558915461e+00,-1.276284373560806144e+18,1.003224055856216000e+17,4.436694909673695266e+07,1.130598425495524406e+09,1.045050243643685125e+15
9.127141075777561952e+00,-1.268237709524599552e+18,9.228076463075507200e+16,4.094435251238168031e+07,1.126904676326821089e+09,1.042474571105265250e+15
9.134483103996208442e+00,-1.262981721825558272e+18,8.442738746179075200e+16,3.754158816056241095e+07,1.124451463010820866e+09,1.041041916571359375e+15
9.141825132214854932e+00,-1.253944166679324160e+18,7.682709925680604800e+16,3.428797557684617490e+07,1.120321307459820986e+09,1.038051812998743875e+15
9.149167160433501422e+00,-1.247584122569486592e+18,6.953515714360608800e+16,3.111509134211500362e+07,1.117386357299351931e+09,1.036163888809116250e+15
9.156509188652147913e+00,-1.237804648000726016e+18,6.259697755305589600e+16,2.812280351164556295e+07,1.112922072778719187e+09,1.032852290971711875e+15
9.163851216870794403e+00,-1.230519704192248064e+18,5.604814028497215200e+16,2.525657093500255793e+07,1.109575413645977974e+09,1.030572097856310625e+15
9.171193245089440893e+00,-1.220256261964206592e+18,4.991464296555652800e+16,2.258820257081045210e+07,1.104883020441343546e+09,1.027036006562143875e+15
9.178535273308087383e+00,-1.212255645985428224e+18,4.421337320836480800e+16,2.007494527823734656e+07,1.101207813908597469e+09,1.024439207032836625e+15
9.185877301526733874e+00,-1.201753263845233920e+18,3.895276138512616800e+16,1.776411546190803126e+07,1.096388994674507856e+09,1.020772198769067625e+15
9.193219329745380364e+00,-1.193253967320285696e+18,3.413357446962426000e+16,1.562215430250053480e+07,1.092473349343285799e+09,1.017939573715770000e+15
9.200561357964026854e+00,-1.182728414202451456e+18,2.974981083920709200e+16,1.367657522504109889e+07,1.087619171820880413e+09,1.014225921592223000e+15
9.207903386182673344e+00,-1.173936753031390976e+18,2.578965702285472400e+16,1.190054980160765536e+07,1.083548972643586397e+09,1.011236703383358000e+15
9.215245414401319834e+00,-1.163564458734768128e+18,2.223646992662213200e+16,1.030672765682066604e+07,1.078735689300099134e+09,1.007547381217334125e+15
9.222587442619966325e+00,-1.154662733060034816e+18,1.906975175817790400e+16,8.873044583483168855e+06,1.074588974436372757e+09,1.004473971538938875e+15
9.229929470838612815e+00,-1.144576691099900800e+18,1.626608940161005600e+16,7.601857903341261670e+06,1.069875917732277632e+09,1.000864579824128125e+15
9.237271499057259305e+00,-1.135715248528062848e+18,1.380003504906122800e+16,6.474518118625972420e+06,1.065719084896639824e+09,9.977689327668260000e+14
9.244613527275905795e+00,-1.126005925485078016e+18,1.164491017973602400e+16,5.486937376558256336e+06,1.061148449542688847e+09,9.942793726703936250e+14
9.251955555494552286e+00,-1.117300169046301696e+18,9.773520221492822000e+15,4.623085593199416064e+06,1.057034314469830155e+09,9.912110833841783750e+14
9.259297583713198776e+00,-1.108020047809118080e+18,8.158772207629880000e+15,3.875413605979108717e+06,1.052632446127201438e+09,9.878666412721850000e+14
9.266639611931845266e+00,-1.099551420645483008e+18,6.774192270217223000e+15,3.230112815129527356e+06,1.048599949587201476e+09,9.848625680330990000e+14
9.273981640150491756e+00,-1.090721707027849600e+18,5.594343759513712000e+15,2.678309410845580511e+06,1.044379662943103194e+09,9.816759778993338750e+14
9.281323668369138247e+00,-1.082541447669612032e+18,4.595150063782070000e+15,2.208240944810144603e+06,1.040454863988670349e+09,9.787610734677412500e+14
9.288665696587784737e+00,-1.074159608056295040e+18,3.754128788083809000e+15,1.811106961249942193e+06,1.036418297872398734e+09,9.757351046728617500e+14
9.296007724806431227e+00,-1.066294068970844544e+18,3.050545837651498000e+15,1.477095647242926527e+06,1.032616216598594546e+09,9.729240583116636250e+14
9.303349753025077717e+00,-1.058341153766435584e+18,2.465499177889692500e+15,1.198289433537657373e+06,1.028757789600643635e+09,9.700542228326433750e+14
9.310691781243724208e+00,-1.050797644918482816e+18,1.981942671393388000e+15,9.667214477645563893e+05,1.025084669414600372e+09,9.673535154929155000e+14
9.318033809462370698e+00,-1.043244700135330560e+18,1.584660502937848000e+15,7.757343433109043399e+05,1.021393803534710050e+09,9.646305819701306250e+14
9.325375837681017188e+00,-1.036017081589706112e+18,1.260202386929631500e+15,6.190514766576362308e+05,1.017849431308205247e+09,9.620406167308033750e+14
9.332717865899663678e+00,-1.028830286571663488e+18,9.967891027231156250e+14,4.913617712113957386e+05,1.014312835375779748e+09,9.594527321189545000e+14
9.340059894118310169e+00,-1.021903820502726528e+18,7.841970138802645000e+14,3.878735322962885257e+05,1.010892660448478937e+09,9.569697948979543750e+14
9.347401922336956659e+00,-1.015048266752486400e+18,6.136291837490840000e+14,3.045317959097210551e+05,1.007496084107576609e+09,9.545041247967285000e+14
9.354743950555603149e+00,-1.008403500065832192e+18,4.775795777708606875e+14,2.377927269535382511e+05,1.004192987732543945e+09,9.521220322807996250e+14
9.362085978774249639e+00,-1.001845726458493696e+18,3.696957070256948750e+14,1.846774968857873464e+05,1.000922454820687652e+09,9.497659229414235000e+14
9.369428006992896130e+00,-9.954613896302101760e+17,2.846439692888444375e+14,1.426460588730021555e+05,9.977281242794092894e+08,9.474773104982237500e+14
9.376770035211542620e+00,-9.891709325448076800e+17,2.179809221454665312e+14,1.095854293964302487e+05,9.945707338112126589e+08,9.452190510092836250e+14
9.384112063430189110e+00,-9.830260513403360000e+17,1.660328043053375312e+14,8.373005806757809478e+04,9.914767059044094086e+08,9.430163579792205000e+14
9.391454091648835600e+00,-9.769765259398443520e+17,1.257848221760596875e+14,6.362915859886880207e+04,9.884212310490473509e+08,9.408457575025180000e+14
9.398796119867482091e+00,-9.710527435123861760e+17,9.478104577145929688e+13,4.809169574885044858e+04,9.854200859659789801e+08,9.387223647302065000e+14
9.406138148086128581e+00,-9.652266853066005760e+17,7.103521044736828125e+13,3.615172471680984745e+04,9.824595088926299810e+08,9.366331810984247500e+14
9.413480176304775071e+00,-9.594983243100504320e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.795398533546506166e+08,9.345786344717367500e+14
9.420822204523421561e+00,-9.538360288134208000e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.766452932428542376e+08,9.325437047429696250e+14
9.428164232742068052e+00,-9.482807694725729280e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.737970884494228363e+08,9.305487636330818750e+14
9.435506260960714542e+00,-9.428180330252972800e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.709881734734451771e+08,9.285871576624717500e+14
9.442848289179361032e+00,-9.374413834831603200e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.682155666395579576e+08,9.266561208528422500e+14
9.450190317398007522e+00,-9.321463494738574080e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.654772651253148317e+08,9.247538159159470000e+14
9.457532345616654013e+00,-9.269293236340858880e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.627716882179729939e+08,9.228788042213473750e+14
9.464874373835300503e+00,-9.217872053111389440e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.600974978152681589e+08,9.210298751718050000e+14
9.472216402053946993e+00,-9.167172421761136640e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.574535195904361010e+08,9.192059714202292500e+14
9.479558430272593483e+00,-9.117169446668940800e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.548387008636034727e+08,9.174061490020020000e+14
9.486900458491238197e+00,-9.067840331455618560e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.522520848733080626e+08,9.156295530486032500e+14
9.494242486709884687e+00,-9.019164020609136640e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.496927935184690952e+08,9.138754015373507500e+14
9.501584514928531178e+00,-8.971120939701643520e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.471600149764369726e+08,9.121429736598911250e+14
9.508926543147177668e+00,-8.923692797754973440e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.446529943717414141e+08,9.104316010755927500e+14
9.516268571365824158e+00,-8.876862431412692480e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.421710264815349579e+08,9.087406610877011250e+14
9.523610599584470648e+00,-8.830613678705214720e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.397134498720988035e+08,9.070695711682766250e+14
9.530952627803117139e+00,-8.784931274625057280e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.372796420826101303e+08,9.054177844686123750e+14
9.538294656021763629e+00,-8.739800763302439680e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.348690156007118225e+08,9.037847860736245000e+14
9.545636684240410119e+00,-8.695208423149073920e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.324810144527915716e+08,9.021700898329992500e+14
9.552978712459056609e+00,-8.651141202349907200e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.301151112819266319e+08,9.005732356492956250e+14
9.560320740677703100e+00,-8.607586662758035200e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.277708048197052479e+08,8.989937871346592500e+14
9.567662768896349590e+00,-8.564532930714208000e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.254476176809905767e+08,8.974313295694140000e+14
9.575004797114996080e+00,-8.521968653643402240e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.231450944268404245e+08,8.958854681110458750e+14
9.582346825333642570e+00,-8.479882961522535680e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.208627998525369167e+08,8.943558262131681250e+14
9.589688853552289061e+00,-8.438265432492883200e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.186003174663550854e+08,8.928420442222316250e+14
9.597030881770935551e+00,-8.397106062027516160e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.163572481312905550e+08,8.913437781259561250e+14
9.604372909989582041e+00,-8.356395235169400320e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.141332088470147848e+08,8.898606984321995000e+14
9.611714938208228531e+00,-8.316123701438264320e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.119278316532654762e+08,8.883924891606902500e+14
9.619056966426875022e+00,-8.276282552070096640e+17,0.000000000000000000e+00,0.000000000000000000e+00,9.097407626390111446e+08,8.869388469329871250e+14
