Energy(eV),OscStrength
3.547601053797108328e+00,5.363001336338714745e-03
3.548290025908524825e+00,6.558168877630688245e-03
3.570008192073291564e+00,2.363016990634513449e-04
3.581865708164745588e+00,4.139934128061617362e-04
3.583503944682616460e+00,1.216351354327470640e-03
3.584617353434774945e+00,7.092185596392080885e-04
3.586065585861403004e+00,1.200573997098043372e-03
3.709604909812847851e+00,8.674509954806369771e-03
3.709837527343467833e+00,8.671166720065102279e-03
3.740839647077590868e+00,1.666297806827088390e-03
3.805521500065223606e+00,7.572115822216659062e-10
3.812248545449442361e+00,5.586264660445108760e-10
3.872984303174049625e+00,5.343780348635654025e-05
3.873207334169064708e+00,4.232962180169404459e-05
3.875291854016036375e+00,1.757270571077198548e-06
3.877292887532322929e+00,1.103704720165125311e-05
3.907822270283896060e+00,1.718301058538360127e-03
3.909035576098033538e+00,2.475224139576997356e-03
3.912930085359541454e+00,3.543593021327939353e-04
3.913326292605463053e+00,1.221815717384098967e-03
3.915544621503249445e+00,3.530721323848757826e-03
3.916298824747104668e+00,3.768868824354080962e-03
3.918576417793829147e+00,1.025363390864037806e-03
3.961224177873869046e+00,1.812716409214263911e-05
4.001397422266798287e+00,2.453096112885964429e-06
4.003887524135808285e+00,5.188665895817763332e-06
4.008626110134478004e+00,2.748345333517404492e-08
4.032648142157935212e+00,3.378209402077466447e-03
4.035802590347737251e+00,5.498586706730002396e-03
4.054322682344238871e+00,3.074344410572556977e-03
4.058427636072396538e+00,5.272624014244185753e-03
4.068020011250604639e+00,6.423504311939675273e-11
4.103887328820150948e+00,2.508263110918577325e-04
4.105439241250203430e+00,2.739056773554980400e-04
4.112524622211185310e+00,4.277550758667769844e-11
4.114042008722865518e+00,1.692662737527705896e-04
4.114419358772807733e+00,1.754391901353165339e-04
4.114971119990901371e+00,1.170524829377809649e-09
4.122420627249285374e+00,5.006092162180268480e-06
4.124937430283423190e+00,9.645843352848282497e-07
4.129452791004352363e+00,7.805795649878847580e-08
4.129661136076699712e+00,2.103132532460418456e-07
4.157868633934061364e+00,2.479441014755593645e-03
4.158108713990418259e+00,2.448061948017702608e-03
4.160258549006999651e+00,1.492570467832426487e-05
4.166627897530833735e+00,1.387533571322378590e-06
4.169107321545787670e+00,2.159527607745220980e-06
4.169123404561697832e+00,1.131512070915704493e-06
4.171554035445533160e+00,1.061801784728071674e-06
4.173942901097720259e+00,7.485704869944761593e-08
4.174159202378268319e+00,1.283050585670095675e-08
4.176388639931131408e+00,3.487972523056140905e-08
4.176606567901287370e+00,5.424367948151295795e-08
4.196223936967098389e+00,7.508438351516556297e-05
4.197727307763002180e+00,7.620773819839023883e-03
4.198353504836006778e+00,5.597272720002302712e-04
4.199617417649749385e+00,2.716357599222608030e-05
4.203168220165890645e+00,1.431104538393387569e-05
4.205627502610935764e+00,1.810431115883133114e-05
4.208281814661350317e+00,4.897148557178255396e-03
4.214566353564015877e+00,1.370895470487011286e-08
4.216072592510094807e+00,6.439602386300483586e-09
4.229650633510217084e+00,2.575037354151149845e-07
4.230027873872942656e+00,2.379604063575978402e-07
4.241808773725979975e+00,1.249588212552648467e-08
4.241943402692714749e+00,1.924020752554417826e-08
4.268750934786601725e+00,9.432116558729705506e-05
4.270422973586033066e+00,2.781575105440861877e-04
4.271406440962502771e+00,2.876396627505824026e-04
4.272745272996822052e+00,1.306743460984568898e-04
4.274522550521988151e+00,1.166856987322069557e-02
4.274927009889241347e+00,1.168563286338249185e-02
4.275995094488278525e+00,1.811977521576762712e-05
4.276202971462502056e+00,2.977995346822329619e-06
4.277493801233751114e+00,5.778141538121828230e-06
4.277713090166252563e+00,6.121596942765463775e-06
4.302947480172165662e+00,1.252138912569743330e-06
4.303164255667220495e+00,3.292866129162274266e-06
4.303331126684319052e+00,2.361013267368124207e-06
4.303534946257029148e+00,1.283905086393873631e-06
4.305281600600736169e+00,3.037929783692917992e-05
4.306802196605587163e+00,2.673689513293636729e-05
4.341008340847872127e+00,5.088715792959421286e-08
4.341327223508076649e+00,5.094701682093178382e-08
4.348333922714130217e+00,3.382445809050246895e-06
4.350365851294245800e+00,9.351179066754527732e-04
4.350384378519041917e+00,9.635808440293083723e-04
4.369374659434088315e+00,7.998194103450721784e-09
4.369832207148298231e+00,7.214499880808069796e-03
4.427715501295741873e+00,4.997158965835409939e-04
4.436189358128298288e+00,2.724054409083440358e-03
4.438468056035365983e+00,2.754200257020865145e-03
4.457960272572193183e+00,7.688322273269935201e-05
4.458277878375938919e+00,7.885974212599921522e-05
4.485017054396327474e+00,3.766100298368975344e-09
4.498704188457599784e+00,1.408899447054149257e-03
4.504977316640532692e+00,3.128029763323062797e-04
4.531793628962205389e+00,2.617743216737370258e-08
4.539682664780579024e+00,3.688478411080338916e-07
4.545767251882307569e+00,2.083986666038794524e-06
4.548093946830052303e+00,2.007350314249666362e-06
4.551207970481862652e+00,8.733436980902150107e-03
4.558309299906825984e+00,5.306826845138146393e-08
4.558519543371772897e+00,5.371076356753934934e-08
4.562232247871142121e+00,9.761525530921648722e-03
4.572324091497685039e+00,8.498305829142162315e-03
4.574191170069993539e+00,1.446509783436563700e-07
4.574325733822790951e+00,2.323408053018092772e-08
4.574509996364946041e+00,4.523568112702605836e-09
4.574644668390833502e+00,7.053780666031476833e-08
4.582465023194133735e+00,3.193890507509310195e-03
4.590114425339375082e+00,6.559531257315919395e-04
4.593248181892652937e+00,8.262101010109620925e-05
4.593368377946293712e+00,3.444880350615483360e-04
4.598367278000555558e+00,3.463835077355320678e-03
4.599043375685864632e+00,1.088129847936957773e-01
4.599478919563849466e+00,1.204272332524396749e-01
4.600138776681576225e+00,6.189483337526707069e-03
4.602524513807349393e+00,1.389022508437130895e-04
4.602748342331914877e+00,4.806016305143092087e-04
4.603169524399863377e+00,1.063542232599621316e-04
4.603811177638926111e+00,5.095463696558837465e-05
4.604840637109661294e+00,1.109368269772444924e-04
4.604929736891715919e+00,1.131832160243460660e-04
4.607200087827235002e+00,5.029786812706904092e-05
4.607412284683690906e+00,4.217605277636723781e-05
4.609522818071608796e+00,9.701679759342385709e-06
4.609734591644293111e+00,1.368529314488774705e-04
4.609898068045630737e+00,1.342313843535839803e-02
4.610934453577305803e+00,6.186257024380809565e-03
4.624214109539003914e+00,3.601004099150995969e-05
4.637068532397658593e+00,4.984813289496246467e-04
4.639461442676523717e+00,3.567921531367310877e-04
4.663549473820347124e+00,2.211847099300572257e-08
4.684611393143585545e+00,4.826427090368058771e-07
4.684684177286565721e+00,3.656806488882488170e-03
4.713192061706634739e+00,1.102838801070418415e-03
4.713469470706173503e+00,9.622308208929627711e-04
4.717268185388565627e+00,2.997496317220395886e-03
4.718064432001499497e+00,4.630808785174396133e-04
4.719416547761575487e+00,2.088926936994213506e-07
4.720500565697928863e+00,1.501918698317191214e-06
4.720555667886867646e+00,2.507217570398774173e-03
4.720997752309645357e+00,1.018450788317880979e-03
4.725009163253998778e+00,7.227929130316968658e-05
4.725196628658339115e+00,1.589010837083298003e-05
4.737178603657421050e+00,1.958216558102113172e-03
4.737255791649953807e+00,1.947332198479626800e-03
4.739656302828498369e+00,1.371112043651147869e-03
4.741480058716065926e+00,6.153474803652095532e-04
4.746042822956120233e+00,2.331168159868450033e-05
4.746265354474817677e+00,3.347097768612767069e-05
4.754722518628310191e+00,2.271474795128898701e-04
4.756481764849507243e+00,4.639364106281240375e-06
4.775730871038779135e+00,3.293921440080885689e-04
4.783384635140051522e+00,1.526487481343668787e-09
4.792705561987629537e+00,1.117527503731996579e-06
4.792920626430659858e+00,2.253459422355427232e-07
4.793794312479389141e+00,1.815689305978838045e-07
4.793999739216110001e+00,1.050395453558194135e-06
4.827401255078063613e+00,1.503893370794014929e-07
4.830731187851194264e+00,3.867635492130908976e-07
4.838936171569931943e+00,7.048443871342218586e-04
4.840124124403732964e+00,8.501936895658424519e-06
4.840974575914407829e+00,7.185385440426751789e-04
4.843377059615812996e+00,5.666576323598919137e-04
4.843520466858738160e+00,4.129661699372709233e-04
4.844855295361787384e+00,4.606713990706849259e-05
4.845057610273803661e+00,2.747170797459285555e-05
4.845687824011105427e+00,1.329803917340732029e-04
4.852652035030355471e+00,2.188312424892129276e-03
4.857059087168526190e+00,7.835468125528953313e-08
4.872040079278181501e+00,6.932257714498343599e-06
4.878174176942533080e+00,1.291361839361635303e-03
4.881775536308896157e+00,4.852066262876297918e-05
4.884267696182198470e+00,3.449211341125371698e-05
4.885234558280076023e+00,3.957555865017267773e-05
4.887574224883260321e+00,1.519529202926062658e-04
4.888830571450641926e+00,1.167571106077536821e-06
4.889045668394946809e+00,1.149271551001515536e-06
4.892163066302527064e+00,5.390667464834833596e-06
4.892371074707140721e+00,9.150559820445735463e-07
4.901553017438219584e+00,5.533386517011386587e-10
4.903999605988185628e+00,1.741597383539127009e-08
4.918281847629115688e+00,7.450059296669064727e-04
4.921618082746811673e+00,6.447094798778439878e-04
4.934555785949727991e+00,1.253667125515368908e-04
4.934875340831697876e+00,1.255001874122251308e-04
4.945288583978495467e+00,1.034589625509779994e-07
4.945498842012162832e+00,8.749234914349625753e-08
4.962435204108602171e+00,2.173016014929821530e-07
4.962936375693796975e+00,1.266020711761540194e-03
4.963287331258201540e+00,1.301300888393329630e-03
5.003594765682652934e+00,1.860063208949474248e-08
5.004804458483677720e+00,2.066953157469371416e-02
5.005101056158633099e+00,2.537862700976349602e-08
5.005185698789521354e+00,2.116347396980184856e-02
5.007280695489270350e+00,1.946960611378543461e-03
5.007922097355383073e+00,1.020017653578237770e-03
5.010225139507787695e+00,1.325574105265303572e-03
5.010401330600706693e+00,1.511469388840954321e-03
5.024351117341453232e+00,9.541291322405754359e-04
5.105053648164142643e+00,6.137566973529563069e-03
5.109766484724035607e+00,2.010947216214835352e-06
5.112114086568173121e+00,2.029728305495382096e-04
5.112633371924171222e+00,2.279067595912597402e-05
5.128156340137558722e+00,5.951236163830178096e-03
5.128864325414327574e+00,9.006395568168306384e-08
5.155320506719639262e+00,4.737956372423103146e-08
5.184121658684254008e+00,8.503415661333625294e-04
5.187513094719236939e+00,5.441751911067491728e-04
5.189434940474354718e+00,4.734032040858677726e-07
5.189753893777099059e+00,5.062265772165640617e-07
5.190440904485498663e+00,5.943931492382394820e-05
5.190533483322424146e+00,6.585228707700444028e-05
5.200174568105939699e+00,3.517421953027862532e-03
5.201217404358566831e+00,3.466748297178620652e-03
5.216274413895126472e+00,1.076938072071087049e-04
5.216714406654173075e+00,3.025711903952759617e-05
5.217913837264800847e+00,1.325142016499800446e-06
5.218925170247962875e+00,5.971099443484103068e-04
5.224929517925527733e+00,2.229377361775461419e-03
5.226937176707265209e+00,3.526304338587200448e-03
5.233935376904949699e+00,7.711215269266434306e-10
5.234254277437414338e+00,2.493582051107003549e-08
5.236381969069341835e+00,1.702299940044902948e-08
5.236700938208862510e+00,3.390437330224431167e-08
5.262919217916246950e+00,1.516894673914504464e-03
5.265639793434992555e+00,1.888857606513931389e-03
5.286409300337145289e+00,7.485467758423977255e-03
5.320824117578699664e+00,1.267805746643351986e-08
5.334796687112761227e+00,5.077264073116650818e-08
5.335977203722873874e+00,1.890988079135325968e-08
5.336296431833114973e+00,5.351576709703836033e-08
5.337123373435891160e+00,5.777143146594121401e-08
5.337483953915529433e+00,3.719359137584587035e-08
5.337802416714763964e+00,6.533372620334483714e-08
5.371520662919322397e+00,4.415503207330687650e-03
5.375857798370465623e+00,4.268267273860485572e-03
5.428413166757542818e+00,4.957160150696535497e-03
5.428809962252026722e+00,5.259203969258541105e-03
5.440434390647335583e+00,1.745055856154666173e-03
5.440610330286886231e+00,1.266184233085797944e-02
5.440988232937042923e+00,8.480559135506656604e-03
5.444438864265864986e+00,6.141769867194803970e-05
5.449725060964740742e+00,2.698665718811422108e-03
5.452577869031985713e+00,1.667375344618152512e-08
5.453033203956319852e+00,1.947007712677771996e-03
5.454127331375862475e+00,2.010885572560697221e-03
5.473639919959638611e+00,2.472588284354654108e-08
5.497295026642571969e+00,2.859536421577993522e-04
5.498121585773336761e+00,3.824771713952109485e-05
5.499498051974824442e+00,3.359435181802361114e-05
5.501413648791717570e+00,6.310544202896772262e-04
5.538721074392435106e+00,2.383074509694129296e-05
5.563448542954168019e+00,1.215603128275590450e-04
5.572413962361332906e+00,3.045475944488100600e-07
5.573592127623612669e+00,6.943418866278771402e-04
5.584464779704355841e+00,5.866184009567691022e-04
5.587870300161206671e+00,6.518877327668776405e-04
5.600106556075671982e+00,1.447379173766259852e-05
5.605405831221141000e+00,1.840775860240848180e-03
5.607231395084864900e+00,1.135605107235647697e-03
5.616429449982476285e+00,1.331163269296186368e-07
5.617233655405359904e+00,3.620487830947565887e-03
5.619759555178815091e+00,1.563176665070599056e-07
5.641074994186320524e+00,1.140551432063852469e-02
5.649511006193653984e+00,7.092000244731400398e-05
5.652142357483879387e+00,1.477602175870302973e-04
5.653206861823711904e+00,2.155591180565055772e-07
5.653525801501623427e+00,2.357577017483380313e-07
5.654301293626675218e+00,3.340326579247940499e-07
5.667179098994434838e+00,1.867242208428145799e-08
5.667497945685060046e+00,1.663798614665800624e-08
5.669505790896965713e+00,2.018493829907230729e-08
5.669824640140125105e+00,1.759112580945049438e-08
5.679143556867050968e+00,9.239453400434351595e-04
5.679513769258141664e+00,5.910677987526324201e-04
5.683354306620295837e+00,1.551885075336283604e-06
5.698234663982074899e+00,5.531826200369295045e-03
5.700857454803422542e+00,5.701028225966187080e-03
5.723451730789459901e+00,1.530754629600053680e-05
5.727586290578652317e+00,2.666104150157915526e-08
5.727796553887601227e+00,2.444461491872911559e-08
5.728708077973738710e+00,3.820795828795697097e-05
5.729154092461637759e+00,3.270336182082590640e-05
5.739435262652256675e+00,6.542496071086683273e-05
5.740834372776042471e+00,6.599624552024603010e-05
5.753317589562398915e+00,1.784521649977402697e-03
5.754687154763384882e+00,2.273728279238798784e-03
5.756864853141347105e+00,4.194142622489022663e-03
5.757931924737206053e+00,5.783679098562640665e-09
5.757987875728922234e+00,6.052718806959337043e-09
5.784960111835589558e+00,1.811204350251367214e-07
5.785281958311896844e+00,1.424566627923782865e-06
5.786355041446465286e+00,1.553087506484061376e-03
5.789247825694665117e+00,1.623508854716850316e-03
5.806024077785489013e+00,1.488540691640256249e-06
5.806341861845154995e+00,3.959690317042703055e-07
5.850057567203783115e+00,1.588336894375777303e-03
5.855011580663949111e+00,3.167847413562494165e-06
5.856404018603620365e+00,2.347373592679778763e-06
5.859405209072894749e+00,2.246393351183531648e-03
5.860577940660594898e+00,3.668214376266181885e-04
5.860704342754790908e+00,2.251519291364309744e-04
5.864136915226573876e+00,2.025662785194857322e-05
5.888888206596573305e+00,8.111640825850487048e-05
5.888947851441880488e+00,8.101426848974797911e-05
5.904795381737248050e+00,4.323146487009931618e-08
5.905114269293788354e+00,2.130479699069758904e-08
5.917894381028935058e+00,4.179210097488271335e-07
5.920560347274287594e+00,6.754563991956338137e-03
5.921436389158047042e+00,6.722387061428384755e-03
5.928296528010685407e+00,1.484673860556516686e-08
5.928507761292229006e+00,1.868976089859774968e-07
5.929696722256976749e+00,2.922272353649281499e-07
5.929906038232371834e+00,1.114182456971030706e-08
5.930783778625632330e+00,6.037028140138432164e-04
5.931356429150997478e+00,1.235837636524272573e-03
5.933574542618417880e+00,4.530305536402679531e-05
5.936906889298394496e+00,4.039714680311692202e-03
5.937414663533259862e+00,3.866144912886234665e-03
5.944350927080074953e+00,2.455943864373733430e-07
5.948812293671295492e+00,2.480964127828936662e-07
5.949131000844085193e+00,1.742351954755512601e-07
5.952141906016591655e+00,2.099840403554771979e-07
5.952462213336408681e+00,1.641100744801265001e-06
5.969774086535236002e+00,7.440333320719343551e-09
5.973746706248704186e+00,3.899908253519660538e-06
5.975948135037294051e+00,4.120575920426549579e-06
5.976055940637888142e+00,3.261528862620704802e-06
5.979870824394248885e+00,1.048021379772261822e-05
5.982034414342081163e+00,3.232525033205774483e-03
5.983599024987642068e+00,2.211751004358336690e-03
5.991114284819542668e+00,1.797317526525183008e-07
5.991170388307398120e+00,7.992275212618644951e-08
5.991249062171764450e+00,6.570881223658889112e-08
5.991304910265683681e+00,1.242535727213316214e-07
5.998228322197529216e+00,7.691758465265289765e-03
6.003069700664381614e+00,9.516860084216193297e-03
6.016635630643441424e+00,8.540538484253602791e-03
6.030080205089100254e+00,6.739023971259026241e-05
6.032888674228932047e+00,6.445445802525651136e-04
6.049237882086624829e+00,3.947662493635377027e-09
6.049345907049607618e+00,3.755240961877638703e-08
6.049448157391753789e+00,4.516472472121416287e-08
6.049556143784052153e+00,8.914142214171809435e-09
6.051249401289953589e+00,5.532822964349826730e-04
6.053043106208591873e+00,3.666656289973151306e-07
6.053253357686187108e+00,3.408545459544672259e-07
6.059033362448091431e+00,1.588558235644880676e-03
6.067548174229429492e+00,4.010913495971089242e-04
6.082208766975265135e+00,8.845526961944931519e-04
6.083808041856592297e+00,5.588988040877360119e-04
6.084432832753130072e+00,9.519108246628590897e-04
6.092852963558197388e+00,1.643588825302003445e-07
6.098160160813737463e+00,6.879127995059856361e-05
6.098348605960485891e+00,4.613870200973374151e-05
6.116875468780453851e+00,4.146876738508969117e-03
6.117255094153770223e+00,3.212908662089639621e-03
6.130268206654260865e+00,3.126971500727501047e-02
6.148902110795179787e+00,3.278661516436863856e-04
6.160065407629091716e+00,5.432930925503397105e-04
6.168850441849931698e+00,2.143108300685842016e-03
6.170536009106041497e+00,2.586979203312097728e-03
6.179725956285263777e+00,4.175750369419174018e-02
6.205640535399373547e+00,6.967724473869590929e-03
6.217151705406305240e+00,3.384885361832014783e-04
6.227349071648779599e+00,2.653979500987938087e-03
6.234363888286963196e+00,1.111323386044514583e-02
6.238060915743703916e+00,2.510685413149032260e-03
6.250274204758623497e+00,2.537206432603978610e-06
6.250606898293878722e+00,3.980078934122154479e-07
6.276732246213781785e+00,9.137942999169995720e-07
6.277037819239497551e+00,8.032213653388986052e-05
6.278847942026242634e+00,9.717518316359202366e-03
6.284591570912352765e+00,1.901433448245409439e-03
6.314936578273995238e+00,3.623750435936057886e-04
6.333065759616513191e+00,1.084536398253450060e-03
6.351079908528607376e+00,6.343565620228246724e-07
6.351135465437741878e+00,4.407311020252022779e-07
6.352642444932570243e+00,8.989991231615853306e-05
6.365924573405781217e+00,2.098764718700682225e-03
6.378756879962677928e+00,8.198452266522224599e-03
6.388075292794006543e+00,4.439469707533160239e-03
6.406091796539965522e+00,4.633190944104653534e-03
6.434676197870585312e+00,9.715042281162862103e-05
6.441628472528643456e+00,2.630184833599878941e-04
6.455250627497396643e+00,9.354097125400634124e-04
6.455658448321843323e+00,1.209259989836466770e-03
6.470882292493221222e+00,1.153131495662535963e-02
6.522970748813627040e+00,7.052835982574323257e-04
6.535028773497724153e+00,5.113503875568718368e-04
6.536494549973220991e+00,6.842341846162070147e-04
6.567047841323396362e+00,4.445334951554185603e-04
6.578636333996880303e+00,5.031213638981741308e-03
6.592481840452328434e+00,5.296835694285375457e-03
6.597439657785438172e+00,3.488406694511657813e-04
6.606356735377054257e+00,3.344978688127645415e-08
6.606412783648539566e+00,7.102207498124415578e-09
6.631030279233478097e+00,2.654864834206402142e-04
6.633050406232535501e+00,2.771672521948192046e-05
6.638378362126683641e+00,2.154756147705657460e-03
6.639245089881225859e+00,1.539865450664393244e-03
6.650858924155868657e+00,9.122804425914683227e-10
6.650914910881493114e+00,1.314849622923435852e-08
6.653305437949136980e+00,5.177658086979089726e-09
6.653361534772773034e+00,5.392103203704814297e-08
6.673814528182911765e+00,8.025176352071194215e-04
6.703659343398631343e+00,6.223767201089022878e-03
6.711971668317028517e+00,1.530622082263667812e-03
6.712178239186397555e+00,1.021214380610519770e-03
6.715177409671460040e+00,3.724411729890072381e-03
6.735231133154503169e+00,5.279257839615283016e-05
6.737140543079990884e+00,2.768844165795690993e-04
6.737476114374970848e+00,3.832410801536235512e-05
6.738243255699343237e+00,1.029327170922776034e-04
6.744556104569551458e+00,4.348405664601768899e-07
6.751752825184178519e+00,5.368058208199343387e-03
6.752900665557369564e+00,2.751692484226253128e-10
6.752956678961488990e+00,1.487526179853308710e-07
6.753849277723295685e+00,4.970442718644465163e-04
6.754406958062862287e+00,2.107549608026033915e-09
6.754462940170442131e+00,2.850346936952240255e-08
6.757045918259358963e+00,4.446803563945932853e-05
6.758084921563372482e+00,2.901319830168625543e-03
6.759104656350545248e+00,4.945363206655086635e-03
6.759723134018024382e+00,1.683095761879940333e-03
6.827466338599774254e+00,2.790440552434881802e-02
6.855686504016024863e+00,6.421571664556249435e-05
6.857751213247249567e+00,3.635580177519803780e-04
6.857923045257871664e+00,2.986256507393821470e-04
6.859582837363552343e+00,2.998139546606613521e-04
6.861076230145919830e+00,3.479073970271036320e-04
6.878533870331080990e+00,2.076879153472089862e-03
6.881101906847765015e+00,6.322059790313225118e-03
6.897755693251880871e+00,6.031462744254052072e-02
6.962808511666734645e+00,3.650243820545943214e-04
6.977738319034785697e+00,1.039823902984902246e-07
6.977872944981068137e+00,1.064700124514976548e-07
6.987496731735038047e+00,3.090991525969323940e-04
6.999920321908502885e+00,3.020585750205559070e-02
7.009837289949286010e+00,2.475034256836922803e-04
7.068031893238026164e+00,3.007691018992307455e-04
7.068826658564882237e+00,5.030559874531396287e-04
7.070120793631924805e+00,8.776381679834646446e-06
7.070176406556688775e+00,1.149831977237546327e-05
7.070305759614373464e+00,2.182487007989289125e-04
7.084102255768642387e+00,3.864672493935891772e-07
7.084157817021779380e+00,1.054714382784298630e-06
7.086291819494697997e+00,2.440430343610826367e-03
7.086430547810144809e+00,3.596885744705178163e-05
7.086484762307951435e+00,6.279651522359752999e-06
7.089781018885865649e+00,5.125078612887683238e-03
7.092770767390806697e+00,1.683732886984987825e-02
7.093106063911066350e+00,1.767906691014132364e-02
7.094523575987790487e+00,1.241191176206154177e-02
7.108596809922970827e+00,4.066684769693133979e-03
7.174127392972275530e+00,2.239379639550905277e-05
7.175303639951478907e+00,8.102866143168444783e-04
7.175614182692924281e+00,5.923917345811291610e-04
7.186918168424983655e+00,2.865378536955779992e-04
7.187223232301620968e+00,2.715113881117143125e-04
7.188533259012140242e+00,6.116603587939212043e-04
7.190313604187430485e+00,2.669439006560220479e-04
7.192431649016667983e+00,3.603364906825435882e-04
7.201883815496435304e+00,2.431541757779567032e-08
7.201939740881180718e+00,9.525681460283258509e-09
7.207192473607517691e+00,3.439590678273111686e-04
7.209630944118754492e+00,2.388013072365561488e-03
7.219159067611319536e+00,1.292550509080620663e-02
7.222945603556320648e+00,6.792294593194560914e-08
7.223002203092740992e+00,3.160968241667710977e-07
7.229667481547394026e+00,8.210682077014036170e-03
7.238601725864662662e+00,1.714411473685125906e-02
7.280177543701507936e+00,9.128931742105506064e-02
7.283858450974737941e+00,8.527763736511252690e-02
7.286696946992666568e+00,1.133060924324932744e-01
7.308044794144080036e+00,1.604796852643059044e-04
7.308636460537278445e+00,1.972252987111706470e-03
7.311354326862828046e+00,1.127067661871023613e-02
7.318181429731356324e+00,2.616863321211172072e-02
7.319621939790275533e+00,3.837602744668662091e-03
7.321719523719791844e+00,4.855315471642145231e-07
7.321775443983163711e+00,1.300051376312217257e-06
7.331247839610981920e+00,1.040389341031292339e-02
7.333667159404710922e+00,1.185799727929835734e-02
7.351718619529837184e+00,3.732966028880217848e-05
7.365735288787966795e+00,5.295162198383102436e-07
7.365791189088199964e+00,3.266466405947074085e-07
7.369064826362132337e+00,5.973509353636550561e-07
7.369121411639292241e+00,2.236861626431349466e-06
7.373118495995897526e+00,2.192310942236065478e-03
7.390572053785539275e+00,4.040247726687179274e-05
7.400525879756367331e+00,5.307853959506660113e-02
7.415278175259146565e+00,8.974067767792947778e-03
7.431510464187802256e+00,6.230970700629644317e-03
7.447661864026912326e+00,1.296461442858555350e-02
7.456064587297619894e+00,4.579892212571917698e-02
7.469898205731443142e+00,1.027474336354692805e-03
7.471204991412399465e+00,3.348146587654500777e-03
7.475010996373306682e+00,1.150752119987503335e-03
7.479961552915346701e+00,3.001840335187577757e-02
7.487776269800501261e+00,1.632967384463191243e-02
7.513057184172145853e+00,9.363127636828112721e-02
7.529520791899062537e+00,5.943789287351184530e-02
7.578020676326287841e+00,5.703544196764772506e-02
7.593084835367905683e+00,1.178982904697496148e-06
7.637482762498748912e+00,9.421253128253767707e-08
7.637701880193090709e+00,3.983549036961049616e-02
7.639929351307880090e+00,6.724189146564142638e-09
7.662454875430286805e+00,4.008477167246961596e-04
7.667198769963408544e+00,1.347476141062948918e-06
7.667257396068714925e+00,2.972915464525208422e-06
7.693656195631976225e+00,1.438269653281058223e-06
7.693713694400317493e+00,2.950310602623332465e-06
7.736871082675818023e+00,1.874650844191441124e-01
7.739524515374089475e+00,2.206921756162504378e-08
7.741030812008391493e+00,2.032940613734367922e-08
7.766754134407737986e+00,1.931210434576619581e-04
7.781615098931022878e+00,3.116475338586937628e-03
7.807427254467982358e+00,6.361460588430760399e-02
7.823150277095761496e+00,1.213699692468916784e-02
7.865895676396207570e+00,1.358172609324340141e-01
7.879754055903219978e+00,2.807174304617832128e-01
7.889221138256356625e+00,2.546054529257494314e-01
8.056776374760758586e+00,9.812016791660830393e-06
8.070726380146874490e+00,9.321290795310600552e-08
8.073053086563890091e+00,4.562009872318649882e-08
8.188506898414798840e+00,2.058526723712803094e-04
8.192155543720380351e+00,1.245125180370261431e+00
8.193152128469201045e+00,1.243628940189903886e+00
8.209570612532264278e+00,6.846660773534515322e-05
8.308344955862258630e+00,2.478190467275298504e-06
8.352359299720840013e+00,9.059669622424030384e-07
8.355689643385677101e+00,5.889949935871384840e-06
8.653825883164147470e+00,7.975726254232792057e-06
8.680297154460028253e+00,2.887819264983904779e-05
9.006700299751058125e+00,5.524266744820023611e-02
